fecha,inflacion,comercial_desembolso_total,consumo_desembolso_total,hipotecaria_desembolso_total,credito_productivo_desembolso_total,total_desembolso_total,comercial_tasa_ponderada,consumo_tasa_ponderada,hipotecaria_tasa_ponderada,credito_productivo_tasa_ponderada,total_tasa_ponderada,comercial_n_creditos,consumo_n_creditos,hipotecaria_n_creditos,credito_productivo_n_creditos,total_n_creditos,gr_comercial_desembolso_total,gr_consumo_desembolso_total,gr_hipotecaria_desembolso_total,gr_credito_productivo_desembolso_total,gr_total_desembolso_total,gr_comercial_tasa_ponderada,gr_consumo_tasa_ponderada,gr_hipotecaria_tasa_ponderada,gr_credito_productivo_tasa_ponderada,gr_total_tasa_ponderada,gr_comercial_n_creditos,gr_consumo_n_creditos,gr_hipotecaria_n_creditos,gr_credito_productivo_n_creditos,gr_total_n_creditos,rgr_comercial_desembolso_total,rgr_consumo_desembolso_total,rgr_hipotecaria_desembolso_total,rgr_credito_productivo_desembolso_total,rgr_total_desembolso_total,r_comercial_tasa_ponderada,r_consumo_tasa_ponderada,r_credito_productivo_tasa_ponderada,r_hipotecaria_tasa_ponderada,r_total_tasa_ponderada,sh_comercial_desembolso_total,sh_consumo_desembolso_total,sh_hipotecaria_desembolso_total,sh_credito_productivo_desembolso_total
2019-11-01, 3.8429,19035.0411,32062.3554,1841.0438, 704.6247,53643.0651, 8.7838,17.9408,10.2917,36.4844,14.6725,1955.0230,38033.9120,15.3390,131.8900,40136.1640, 15.3807, 20.6419,  0.9180,   6.7807, 17.7461,-0.4951,-1.3236,-0.1575, 0.0922,-0.8710,  3.0573, 13.0981, -9.6217, -13.8689, 12.4380, 11.1109, 16.1773, -2.8167,   2.8291, 13.3887, 4.7581,13.5761,31.4335, 6.2101,10.4288,35.4846,59.7698,3.4320,1.3135
2019-12-01, 3.8043,19193.9198,24462.3266,1491.9363, 543.0880,45691.2708, 8.3824,18.1654,10.2683,36.7700,14.0190,1489.5260,31245.6660,12.0630,107.3850,32854.6400,  3.9056, 19.7365, -3.7242,  20.5347, 11.7069,-0.5578,-1.3940,-0.1215,-0.2282,-0.5892,  8.8013, 15.3431,-12.6945,  -6.8671, 14.9267,  0.0976, 15.3483, -7.2526,  16.1173,  7.6130, 4.4103,13.8348,31.7575, 6.2271, 9.8404,42.0078,53.5383,3.2653,1.1886
2020-01-01, 3.6223,13974.9641,25742.3520,1545.0319, 648.6188,41910.9668, 8.8858,18.3732,10.2397,37.1072,15.1998,1529.9070,33139.6100,11.6800,129.4150,34810.6120, 70.8011, 59.5466,107.8339,  60.7815, 64.5922,-0.6657,-1.5422,-0.0441,-0.1401,-1.3789, 41.5877, 42.2877, 85.3086,  26.2019, 42.2005, 64.8304, 53.9694,100.5687,  55.1611, 58.8386, 5.0795,14.2352,32.3144, 6.3861,11.1728,33.3444,61.4215,3.6865,1.5476
2020-02-01, 3.7200,16106.9100,25604.5495,1436.4573, 572.7699,43720.6868, 8.5200,18.0417,10.4010,36.9240,14.5302,1515.9550,28206.5010,13.3930,110.2860,29846.1350, 12.9819, 23.2423, 19.4559,   8.2053, 18.9232,-0.5971,-1.4656,-0.0348, 0.0342,-0.9016,  4.4971, 11.4478, 16.6739, -11.2401, 10.9703,  8.9297, 18.8221, 15.1714,   4.3244, 14.6579, 4.6278,13.8080,32.0131, 6.4414,10.4224,36.8405,58.5639,3.2855,1.3101
2020-03-01, 3.8559,18714.9935,20504.3812, 905.8512, 428.1122,40553.3382, 8.2520,18.1281,10.3557,36.8303,13.5942,1171.0030,25967.9980, 8.2390, 80.9320,27228.1720,  6.6773,-26.6796,-45.9370, -35.2432,-15.2414,-0.9246,-0.8083,-0.0134, 0.3677,-1.7057,-37.2439,-20.8734,-43.6226, -46.4484,-21.8704,  2.7166,-29.4018,-47.9442, -37.6475,-18.3882, 4.2329,13.7423,31.7501, 6.2585, 9.3767,46.1491,50.5615,2.2337,1.0557
2020-04-01, 3.5064,13661.7603, 7830.5924, 324.1705,  24.0527,21840.5760, 8.2828,18.3045,10.3230,28.0613,11.9280, 506.0540,14287.0650, 2.6990,  3.3140,14799.1320,  9.9407,-59.8441,-65.8358, -94.5747,-34.4504,-0.6961,-0.8387, 0.0219,-9.0414,-3.4116,-61.8278,-44.5669,-68.8804, -96.9949,-45.6278,  6.2163,-61.2044,-66.9932, -94.7585,-36.6710, 4.6145,14.2968,23.7230, 6.5857, 8.1363,62.5522,35.8534,1.4843,0.1101
2020-05-01, 2.8541,11816.5795,12604.6810, 859.4041, 147.5415,25428.2061, 8.5514,18.2086,10.3212,31.8039,13.5332, 769.1560,20374.6170, 6.8670, 30.0220,21180.6620,-28.7908,-56.5567,-53.8090, -78.1196,-47.1821,-0.6586,-0.6487,-0.0766,-4.6477,-1.9184,-59.1123,-40.2494,-58.7642, -80.2208,-41.4074,-30.7668,-57.7622,-55.0908, -78.7268,-48.6477, 5.5392,14.9284,28.1465, 7.2599,10.3827,46.4704,49.5697,3.3797,0.5802
2020-06-01, 2.1933, 8582.7755,11378.3193, 855.1797, 271.5351,21087.8096, 8.2429,17.3012,10.3143,37.6059,13.5926, 667.6720,18137.3710, 7.7270, 48.1630,18860.9330,-45.8408,-49.2606,-30.3737, -41.3628,-47.2325,-0.7301,-1.5013,-0.1213, 1.0418,-1.2608,-55.5064,-34.0331,-30.3560, -55.9314,-35.2206,-47.0032,-50.3495,-31.8681, -42.6212,-48.3650, 5.9197,14.7836,34.6526, 7.9466,11.1546,40.7002,53.9569,4.0553,1.2876
2020-07-01, 1.9712,11374.6584,16220.1267,1253.8201, 499.4940,29348.0992, 7.7288,17.0764,10.3841,38.4937,13.5320, 837.9820,23096.8190,11.5710, 95.7570,24042.1290,  0.2092,-26.5328, 17.4662,   2.6884,-16.1070,-1.5998,-1.5060, 0.0059, 1.7834,-2.0495,-41.5865,-14.4685, 18.5918, -17.3226,-15.8307, -1.7279,-27.9530, 15.1955,   0.7034,-17.7287, 5.6463,14.8132,35.8165, 8.2503,11.3374,38.7577,55.2681,4.2722,1.7020
2020-08-01, 1.8781, 9921.3479,12750.5764, 902.1679, 357.7303,23931.8225, 7.1497,17.0997,10.3922,38.0301,13.0348, 694.7300,18805.1170, 8.5540, 70.6710,19579.0720,-43.3848,-57.2981,-53.2376, -46.2959,-52.1163,-1.7841,-1.1216, 0.0696, 1.6710,-1.8669,-61.5128,-44.2215,-49.7710, -46.0909,-45.1062,-44.4285,-58.0853,-54.0996, -47.2859,-52.9990, 5.1744,14.9410,35.4855, 8.3572,10.9510,41.4567,53.2788,3.7697,1.4948
2020-09-01, 1.9674,13236.2761,16208.2225,1099.9988, 560.6840,31105.1814, 6.8745,16.7291,10.2372,37.0034,12.6715, 844.5040,20731.2550,10.0020, 95.2770,21681.0380, -9.9409,-36.0100,-19.7309,   6.1389,-25.8080,-1.9366,-1.1756,-0.0212, 0.5744,-2.0288,-47.6419,-26.5115,-18.0030,  -5.2159,-27.5750,-11.6785,-37.2447,-21.2797,   4.0910,-27.2396, 4.8124,14.4769,34.3600, 8.1102,10.4976,42.5533,52.1078,3.5364,1.8025
2020-10-01, 1.7481,16136.9432,23581.4898,1917.0409, 705.1368,42340.6107, 6.6039,16.2154,10.0313,37.8288,12.6322,1169.1270,27913.4040,16.4960,124.7660,29223.7930,  9.8964, -3.2474, 39.9411,  35.4980,  3.4033,-2.1596,-2.0012,-0.2145, 1.5969,-2.1568,-27.0755, -2.9550, 40.8350,  27.6796, -4.1088,  8.0082, -4.9097, 37.5368,  33.1700,  1.6268, 4.7723,14.2187,35.4608, 8.1409,10.6971,38.1122,55.6947,4.5277,1.6654
2020-11-01, 1.4895,12396.7692,18581.0303,1290.5325, 499.5386,32767.8705, 6.5164,15.9180, 9.8422,37.3595,12.4488,1024.8180,24263.3710,10.8160, 90.5630,25389.5680,-34.8740,-42.0472,-29.9021, -29.1057,-38.9150,-2.2675,-2.0227,-0.4494, 0.8752,-2.2237,-47.5803,-36.2060,-29.4869, -31.3344,-36.7414,-35.8298,-42.8977,-30.9309, -30.1462,-39.8115, 4.9531,14.2168,35.3436, 8.2302,10.7985,37.8321,56.7050,3.9384,1.5245
2020-12-01, 1.6104,15562.4585,19025.7653,1815.6537, 511.1835,36915.0609, 6.1117,16.0985, 9.6574,37.6470,11.8699,1097.6020,25142.0800,14.0900, 97.9600,26351.7320,-18.9199,-22.2242, 21.6978,  -5.8747,-19.2076,-2.2707,-2.0669,-0.6109, 0.8770,-2.1492,-26.3120,-19.5342, 16.8034,  -8.7768,-19.7930,-20.2049,-23.4569, 19.7690,  -7.3665,-20.4881, 4.4299,14.2584,35.4654, 7.9194,10.0968,42.1575,51.5393,4.9185,1.3848
2021-01-01, 1.5972,14781.3868,19657.7581,1852.7052, 518.1498,36809.9999, 6.5139,17.1364, 9.6163,38.0295,12.7864,1008.4140,25875.0510,14.7150, 99.4610,26997.6410,  5.7705,-23.6365, 19.9137, -20.1149,-12.1710,-2.3719,-1.2368,-0.6235, 0.9223,-2.4133,-34.0866,-21.9211, 25.9846, -23.1457,-22.4442,  4.1077,-24.8370, 18.0286, -21.3708,-13.5517, 4.8394,15.2949,35.8596, 7.8930,11.0133,40.1559,53.4033,5.0332,1.4076
2021-02-01, 1.5631,13493.7775,20856.8011,2034.1319, 544.9388,36929.6492, 6.1032,16.4909, 9.3596,38.5511,12.6281, 986.4890,23086.6840,15.5270,103.0720,24191.7720,-16.2237,-18.5426, 41.6075,  -4.8590,-15.5328,-2.4168,-1.5508,-1.0414, 1.6270,-1.9021,-34.9262,-18.1512, 15.9337,  -6.5412,-18.9450,-17.5130,-19.7963, 39.4281,  -6.3233,-16.8328, 4.4702,14.6981,36.4187, 7.6765,10.8947,36.5391,56.4771,5.5081,1.4756
2021-03-01, 1.5066,12092.8383,20930.0185,1586.3697, 540.8859,35150.1124, 6.1928,16.4268, 9.2142,38.4236,12.9189,1067.9920,24863.8640,12.7390, 97.6030,26042.1980,-35.3842,  2.0758, 75.1247,  26.3421,-13.3238,-2.0593,-1.7014,-1.1415, 1.5933,-0.6753, -8.7968, -4.2519, 54.6183,  20.5988, -4.3557,-36.3432,  0.5608, 72.5256,  24.4669,-14.6102, 4.6167,14.6988,36.3691, 7.5932,11.2430,34.4034,59.5447,4.5131,1.5388
2021-04-01, 1.9478,17489.5436,25477.5334,2432.3206, 641.3074,46040.7051, 5.7984,15.9907, 9.1777,37.7524,12.0622,1149.2560,28484.0530,19.3280,110.7810,29763.4180, 28.0182,225.3590,650.3214,2566.2570,110.8035,-2.4844,-2.3138,-1.1453, 9.6911, 0.1342,127.1015, 99.3695,616.1171,3242.8183,101.1160, 25.5724,219.1428,635.9860,2515.3164,106.7760, 3.7770,13.7747,35.1205, 7.0918, 9.9211,37.9871,55.3370,5.2830,1.3929
2021-05-01, 3.2957,13727.7733,18499.6316,1606.3862, 362.5091,34196.3003, 5.6864,16.7057, 9.0676,38.3417,12.1527, 950.4200,23624.6980,13.1620, 68.5380,24656.8180, 16.1738, 46.7679, 86.9186, 145.6999, 34.4818,-2.8650,-1.5029,-1.2536, 6.5378,-1.3805, 23.5666, 15.9516, 91.6703, 128.2926, 16.4119, 12.4673, 42.0853, 80.9549, 137.8608, 30.1911, 2.3145,12.9822,33.9278, 5.5878, 8.5744,40.1440,54.0983,4.6975,1.0601
2021-06-01, 3.6348,13064.1901,19563.9714,1725.7256, 417.9804,34771.8675, 6.1667,16.5803, 9.0382,38.3001,12.5546,1028.3560,25789.0920,14.4220, 77.8600,26909.7300, 52.2140, 71.9408,101.7968,  53.9324, 64.8908,-2.0762,-0.7209,-1.2760, 0.6941,-1.0380, 54.0211, 42.1876, 86.6442,  61.6594, 42.6744, 46.8755, 65.9103, 94.7193,  48.5335, 59.1077, 2.4431,12.4915,33.4495, 5.2140, 8.6070,37.5711,56.2638,4.9630,1.2021
2021-07-01, 3.9701,16352.5169,26966.9365,2798.9600, 641.2581,46759.6714, 6.1522,16.4645, 9.0372,37.3396,12.6999,1362.0440,32441.8210,23.1810,114.2910,33941.3370, 43.7627, 66.2560,123.2346,  28.3815, 59.3278,-1.5765,-0.6119,-1.3468,-1.1541,-0.8322, 62.5386, 40.4601,100.3370,  19.3552, 41.1744, 38.2731, 59.9075,114.7104,  23.4793, 53.2438, 2.0988,12.0173,32.0953, 4.8737, 8.3964,34.9714,57.6714,5.9858,1.3714
2021-08-01, 4.4410,11985.8980,20627.2583,1761.5301, 532.1125,34906.7989, 6.1299,16.7163, 9.0928,37.2781,13.0100,1159.4610,27433.6230,15.7240, 93.8480,28702.6560, 20.8092, 61.7751, 95.2552,  48.7468, 45.8593,-1.0198,-0.3834,-1.2994,-0.7520,-0.0248, 66.8938, 45.8838, 83.8204,  32.7956, 46.5987, 15.6721, 54.8961, 86.9526,  42.4219, 39.6571, 1.6171,11.7533,31.4408, 4.4540, 8.2046,34.3369,59.0924,5.0464,1.5244
2021-09-01, 4.5102,14372.4890,23499.1555,2011.0367, 582.5403,40465.2214, 6.2810,16.5003, 9.0974,37.3064,12.8022,1285.7140,28491.8220,17.0260,103.0580,29897.6200,  8.5841, 44.9829, 82.8217,   3.8981, 30.0916,-0.5935,-0.2288,-1.1398, 0.3030, 0.1307, 52.2449, 37.4341, 70.2260,   8.1667, 37.8975,  3.8981, 38.7261, 74.9320,  -0.5856, 24.4774, 1.6944,11.4727,31.3809, 4.3893, 7.9342,35.5181,58.0725,4.9698,1.4396
2021-10-01, 4.5835,19515.7451,31721.6931,2985.5414, 752.1303,54975.1100, 6.5544,16.1713, 9.1440,37.0594,12.6615,1723.0320,36945.6740,23.7450,128.9100,38821.3610, 20.9383, 34.5195, 55.7370,   6.6645, 29.8401,-0.0495,-0.0441,-0.8873,-0.7694, 0.0293, 47.3777, 32.3582, 43.9440,   3.3214, 32.8416, 15.6380, 28.6239, 48.9116,   1.9897, 24.1497, 1.8844,11.0799,31.0526, 4.3606, 7.7239,35.4992,57.7019,5.4307,1.3681
2021-11-01, 5.2589,11998.8708,24235.2520,1520.5881, 577.6324,38332.3433, 7.0693,16.8291, 9.3214,37.5208,13.7880,1471.5870,30564.1540,12.3810,100.8990,32149.0210, -3.2097, 30.4301, 17.8264,  15.6332, 16.9815, 0.5529, 0.9110,-0.5208, 0.1613, 1.3392, 43.5950, 25.9683, 14.4693,  11.4130, 26.6230, -8.0455, 23.9135, 11.9396,   9.8559, 11.1369, 1.7199,10.9920,30.6500, 3.8595, 8.1030,31.3022,63.2240,3.9669,1.5069
2021-12-01, 5.6227,22666.4140,30415.8074,2917.8639, 722.7465,56722.8318, 7.1087,17.0950, 9.4873,37.0215,12.9670,1655.9230,39655.8670,24.0920,126.5980,41462.4800, 45.6480, 59.8664, 60.7060,  41.3869, 53.6577, 0.9970, 0.9965,-0.1700,-0.6255, 1.0972, 50.8673, 57.7271, 70.9865,  29.2344, 57.3425, 37.8947, 51.3561, 52.1510,  33.8604, 45.4780, 1.4069,10.8616,29.7273, 3.6589, 6.9534,39.9599,53.6218,5.1441,1.2742
2022-01-01, 6.9446,11670.6198,21547.6703,1335.5369, 489.8928,35043.7197, 7.9960,18.4429, 9.6389,38.5533,14.9094,1097.6070,28334.0190,12.4670, 86.9990,29531.0920,-21.0452,  9.6141,-27.9142,  -5.4534, -4.7984, 1.4820, 1.3065, 0.0226, 0.5238, 2.1229,  8.8449,  9.5032,-15.2769, -12.5295,  9.3840,-26.1722,  2.4961,-32.5952, -11.5930,-10.9804, 0.9831,10.7516,29.5562, 2.5193, 7.4476,33.3030,61.4880,3.8111,1.3979
2022-02-01, 8.0052,17915.6120,26412.6349,1947.3781, 653.9157,46929.5406, 8.2988,18.2632, 9.7195,37.8020,14.3769,1388.3780,30284.3370,16.0280,108.5610,31797.3040, 32.7694, 26.6380, -4.2649,  19.9980, 27.0782, 2.1955, 1.7722, 0.3599,-0.7491, 1.7489, 40.7393, 31.1766,  3.2266,   5.3254, 31.4385, 22.9288, 17.2518,-11.3607,  11.1039, 17.6594, 0.2718, 9.4977,27.5883, 1.5873, 5.8995,38.1756,56.2815,4.1496,1.3934
2022-03-01, 8.5279,15453.3944,26537.0786,1717.8576, 597.7329,44306.0635, 9.1402,18.8071,10.1892,37.6835,15.3560,1435.9780,32033.1380,14.4820, 95.9150,33579.5130, 27.7896, 26.7896,  8.2886,  10.5100, 26.0481, 2.9475, 2.3804, 0.9750,-0.7401, 2.4371, 34.4559, 28.8341, 13.6824,  -1.7295, 28.9427, 17.7482, 16.8267, -0.2205,   1.8264, 16.1436, 0.5642, 9.4715,26.8646, 1.5307, 6.2915,34.8787,59.8949,3.8773,1.3491
2022-04-01, 9.2341,22775.0997,31912.5589,2444.0102, 771.8130,57903.4819, 9.6372,19.7561,10.6668,38.4955,15.6422,1737.5350,39172.4370,19.9350,128.5040,41058.4110, 30.2212, 25.2576,  0.4806,  20.3499, 25.7658, 3.8388, 3.7653, 1.4891, 0.7431, 3.5800, 51.1878, 37.5241,  3.1405,  15.9982, 37.9492, 19.2130, 14.6690, -8.0135,  10.1762, 15.1342, 0.3690, 9.6325,26.7878, 1.3116, 5.8664,39.3329,55.1134,4.2208,1.3329
2022-05-01, 9.0668,16941.5362,26387.6058,1828.9700, 635.2573,45793.3693,10.6695,20.8393,11.3035,39.2957,16.9521,1559.3280,33279.8030,15.3240,104.6700,34959.1250, 23.4107, 42.6385, 13.8562,  75.2390, 33.9132, 4.9831, 4.1336, 2.2359, 0.9540, 4.7994, 64.0673, 40.8687, 16.4261,  52.7182, 41.7828, 13.1515, 30.7809,  4.3913,  60.6713, 22.7809, 1.4695,10.7939,27.7160, 2.0508, 7.2298,36.9956,57.6232,3.9940,1.3872
2022-06-01, 9.6738,18956.6522,26963.6836,1795.4847, 609.0628,48324.8833,11.5925,21.5870,11.7006,40.1769,17.5334,1548.6460,35142.0740,14.6760,101.6670,36807.0630, 45.1039, 37.8232,  4.0423,  45.7157, 38.9770, 5.4258, 5.0067, 2.6624, 1.8768, 4.9788, 50.5943, 36.2672,  1.7612,  30.5767, 36.7798, 32.3050, 25.6664, -5.1348,  32.8627, 26.7184, 1.7494,10.8623,27.8125, 1.8480, 7.1663,39.2275,55.7967,3.7154,1.2604
2022-07-01,10.2058,31068.7405,19253.1146,2669.0640,1078.2176,54069.1366,17.2175,22.4755,12.6911,33.1478,19.1840,1912.7390,38848.2800,21.4770,154.9040,40937.4000, 89.9936,-28.6047, -4.6409,  68.1410, 15.6320,11.0652, 6.0110, 3.6539,-4.1918, 6.4841, 40.4315, 19.7475, -7.3508,  35.5347, 20.6122, 72.3989,-35.2164,-13.4718,  52.5700,  4.9237, 6.3623,11.1334,20.8174, 2.2551, 8.1467,57.4611,35.6083,4.9364,1.9941
2022-08-01,10.8360,21617.5289,15478.2319,1649.0344, 895.3349,39640.1300,19.5410,23.8820,13.6052,33.9500,21.3146,1653.6800,32760.7200,14.2850,129.0500,34557.7350, 80.3580,-24.9622, -6.3862,  68.2604, 13.5599,13.4111, 7.1657, 4.5124,-3.3281, 8.3046, 42.6249, 19.4181, -9.1516,  37.5096, 20.3991, 62.7252,-32.2984,-15.5385,  51.8103,  2.4576, 7.8540,11.7705,20.8543, 2.4985, 9.4541,54.5345,39.0469,4.1600,2.2587
2022-09-01,11.4399,34986.5305,20302.4031,2594.0062,1269.2388,59152.1785,19.5124,25.0290,14.5848,34.0934,21.5026,2137.0260,41716.6230,21.9560,176.2430,44051.8480,143.4271,-13.6037, 28.9885, 117.8800, 46.1803,13.2314, 8.5288, 5.4874,-3.2130, 8.7004, 66.2132, 46.4161, 28.9557,  71.0134, 47.3423,118.4380,-22.4727, 15.7472,  95.5135, 31.1741, 7.2439,12.1942,20.3280, 2.8221, 9.0298,59.1466,34.3223,4.3853,2.1457
2022-10-01,12.2218,23934.1025,14988.8602,1695.7118, 892.2616,41510.9362,21.9312,26.7644,15.6517,35.0940,23.7028,1773.0520,34178.1890,14.7340,129.7120,36095.6870, 22.6400,-52.7489,-43.2025,  18.6313,-24.4914,15.3769,10.5931, 6.5077,-1.9654,11.0413,  2.9030, -7.4907,-37.9490,   0.6221, -7.0211,  9.2836,-57.8949,-49.3882,   5.7115,-32.7148, 8.6520,12.9588,20.3813, 3.0564,10.2307,57.6573,36.1082,4.0850,2.1495
2022-11-01,12.5315,25845.8710,14595.8340,1775.4654, 892.3089,43109.4792,22.8604,27.8116,16.0619,36.2842,24.5346,1756.3570,34602.8690,15.2300,130.4800,36504.9360,115.4025,-39.7744, 16.7618,  54.4769, 12.4624,15.7911,10.9826, 6.7405,-1.2366,10.7466, 19.3512, 13.2139, 23.0111,  29.3174, 13.5491, 91.4154,-46.4811,  3.7592,  37.2745, -0.0614, 9.1787,13.5786,21.1077, 3.1373,10.6665,59.9540,33.8576,4.1185,2.0699
2022-12-01,13.1225,43652.6075,18666.6539,2745.4219,1148.4137,66213.0970,22.9154,26.8340,16.8531,35.7070,23.9906,2241.2160,45346.0400,20.5060,165.5930,47773.3550, 92.5872,-38.6284, -5.9099,  58.8958, 16.7309,15.8067, 9.7390, 7.3658,-1.3144,11.0236, 35.3454, 14.3489,-14.8846,  30.8022, 15.2207, 70.2466,-45.7477,-16.8245,  40.4635,  3.1899, 8.6569,12.1210,19.9647, 3.2979, 9.6074,65.9275,28.1918,4.1463,1.7344
2023-01-01,13.2520,22252.3166,12429.6117, 955.5522, 776.4821,36413.9625,26.2832,28.8368,17.3764,37.5072,27.1605,1587.0600,32361.9310, 7.1490,118.1500,34074.2900, 90.6695,-42.3158,-28.4518,  58.5004,  3.9101,18.2872,10.3939, 7.7375,-1.0461,12.2511, 44.5927, 14.2158,-42.6566,  35.8062, 15.3845, 68.3587,-49.0656,-36.8239,  39.9538, -8.2488,11.5064,13.7612,21.4170, 3.6418,12.2810,61.1093,34.1342,2.6241,2.1324
2023-02-01,13.2790,27329.6419,13911.8722,1336.3589, 937.9814,43515.8543,26.8847,28.9127,18.1796,38.6097,27.5184,1941.4550,33558.3610, 9.9710,139.3620,35649.1490, 52.5465,-47.3287,-31.3765,  43.4407, -7.2741,18.5860,10.6495, 8.4601, 0.8077,13.1415, 39.8362, 10.8109,-37.7901,  28.3721, 12.1137, 34.6644,-53.5031,-39.4208,  26.6260,-18.1438,12.0108,13.8010,22.3613, 4.3262,12.5702,62.8039,31.9697,3.0710,2.1555
2023-03-01,13.3443,35662.5254,17028.3393,1671.7135,1250.7286,55613.3069,26.1991,28.8838,18.1002,36.4832,27.0090,2487.1140,41512.2550,12.7070,175.1760,44187.2520,130.7747,-35.8319, -2.6861, 109.2454, 25.5208,17.0589,10.0767, 7.9110,-1.2003,11.6530, 73.2000, 29.5916,-12.2566,  82.6367, 31.5899,103.6050,-43.3866,-14.1432,  84.6104, 10.7429,11.3414,13.7099,20.4147, 4.1959,12.0559,64.1259,30.6192,3.0060,2.2490
2023-04-01,12.8229,29969.3809,12763.0274,1147.8609, 886.1531,44766.4223,26.2453,28.9615,18.0063,35.2549,26.9868,1855.8780,32193.9020, 8.5750,125.9920,34184.3470, 31.5884,-60.0063,-53.0337,  14.8145,-22.6879,16.6081, 9.2054, 7.3394,-3.2406,11.3446,  6.8110,-17.8149,-56.9852,  -1.9548,-16.7422, 16.6327,-64.5517,-58.3717,   1.7653,-31.4748,11.8969,14.3044,19.8825, 4.5943,12.5541,66.9461,28.5103,2.5641,1.9795
2023-05-01,12.3603,25869.8561,12677.8604, 975.9222, 884.2784,40407.9171,24.2526,28.2665,17.7819,34.6298,25.5828,1981.1230,33433.1840, 7.9330,121.8030,35544.0430, 52.7008,-51.9552,-46.6409,  39.2000,-11.7603,13.5831, 7.4272, 6.4785,-4.6659, 8.6307, 27.0498,  0.4609,-48.2315,  16.3686,  1.6731, 35.9028,-57.2404,-52.5107,  23.8872,-21.4672,10.5841,14.1565,19.8198, 4.8253,11.7679,64.0218,31.3747,2.4152,2.1884
2023-06-01,12.1296,40166.6857,16433.5116,2402.8627,1273.5767,60276.6367,22.1407,26.9631,17.3370,33.2846,23.4994,2570.0250,42373.6240,25.7450,165.4510,45134.8450,111.8870,-39.0532, 33.8281, 109.1043, 24.7321,10.5482, 5.3761, 5.6364,-6.8923, 5.9661, 65.9530, 20.5780, 75.4225,  62.7382, 22.6255, 88.9661,-45.6461, 19.3512,  86.4845, 11.2392, 8.9281,13.2289,18.8666, 4.6441,10.1399,66.6372,27.2635,3.9864,2.1129
2023-07-01,11.7849,26987.1432,12459.3111,1283.7228, 862.1423,41592.3195,22.5929,26.9106,17.1359,34.2469,23.9594,1867.3770,32055.1610,12.7770,117.4310,34052.7460,-13.1373,-35.2868,-51.9036, -20.0400,-23.0757, 5.3754, 4.4351, 4.4448, 1.0991, 4.7754, -2.3716,-17.4863,-40.5085, -24.1911,-16.8175,-22.2948,-42.1092,-56.9742, -28.4698,-31.1854, 9.6685,13.5311,20.0939, 4.7868,10.8910,64.8849,29.9558,3.0864,2.0728
2023-08-01,11.4273,23673.3843,13189.7638,1423.6821, 928.8954,39215.7256,23.2694,26.2279,16.8961,34.1236,24.2902,1983.1520,34397.7410,13.7960,122.2060,36516.8950,  9.5101,-14.7851,-13.6657,   3.7484, -1.0706, 3.7284, 2.3459, 3.2909, 0.1736, 2.9756, 19.9236,  4.9969, -3.4232,  -5.3034,  5.6692, -1.7206,-23.5242,-22.5197,  -6.8915,-11.2163,10.6276,13.2827,20.3687, 4.9079,11.5437,60.3671,33.6339,3.6304,2.3687
2023-09-01,10.9943,41576.1177,17713.7397,2419.8178,1330.6833,63040.3585,21.4957,25.4200,16.8955,31.7654,22.6386,2644.1090,46011.4820,21.9210,155.3120,48832.8240, 18.8346,-12.7505, -6.7150,   4.8410,  6.5732, 1.9833, 0.3910, 2.3107,-2.3279, 1.1360, 23.7284, 10.2953, -0.1594, -11.8762, 10.8531,  7.0637,-21.3928,-15.9552,  -5.5438, -3.9832, 9.4612,12.9968,18.7137, 5.3167,10.4909,65.9516,28.0990,3.8385,2.1108
2023-10-01,10.4786,25885.6012,13455.8814,1550.7946, 967.3019,41859.5792,21.6554,24.7037,16.7721,32.7462,22.7107,2154.7170,38430.9630,15.0190,116.4850,40717.1840,  8.1536,-10.2275, -8.5461,   8.4101,  0.8399,-0.2758,-2.0607, 1.1204,-2.3478,-0.9921, 21.5259, 12.4429,  1.9343, -10.1972, 12.8035, -2.1045,-18.7422,-17.2203,  -1.8723, -8.7245,10.1167,12.8758,20.1555, 5.6966,11.0718,61.8391,32.1453,3.7048,2.3108
2023-11-01,10.1486,26541.7819,13630.5537,1651.9565, 901.0835,42725.3756,21.1986,23.9517,16.6704,33.6620,22.1647,2068.5800,38307.2380,15.6490,111.5090,40502.9760,  2.6925, -6.6134, -6.9564,   0.9834, -0.8910,-1.6618,-3.8599, 0.6084,-2.6222,-2.3700, 17.7767, 10.7054,  2.7511, -14.5394, 10.9521, -6.7691,-15.2176,-15.5291,  -8.3208,-10.0225,10.0318,12.5313,21.3470, 5.9209,10.9089,62.1218,31.9027,3.8665,2.1090
2023-12-01, 9.2760,44083.8056,17949.3623,2798.3460,1184.7771,66016.2909,20.3462,22.7587,16.3826,32.5910,21.0539,2545.8870,49305.8630,25.1490,144.7880,52021.6870,  0.9878, -3.8426,  1.9277,   3.1664, -0.2972,-2.5691,-4.0753,-0.4705,-3.1160,-2.9367, 13.5940,  8.7325, 22.6422, -12.5639,  8.8927, -7.5847,-12.0051, -6.7246,  -5.5910, -8.7606,10.1305,12.3381,21.3359, 6.5033,10.7781,66.7772,27.1893,4.2389,1.7947
