fecha,inflacion,comercial_desembolso_total,consumo_desembolso_total,hipotecaria_desembolso_total,credito_productivo_desembolso_total,total_desembolso_total,comercial_tasa_ponderada,consumo_tasa_ponderada,hipotecaria_tasa_ponderada,credito_productivo_tasa_ponderada,total_tasa_ponderada,comercial_n_creditos,consumo_n_creditos,hipotecaria_n_creditos,credito_productivo_n_creditos,total_n_creditos,gr_comercial_desembolso_total,gr_consumo_desembolso_total,gr_hipotecaria_desembolso_total,gr_credito_productivo_desembolso_total,gr_total_desembolso_total,gr_comercial_tasa_ponderada,gr_consumo_tasa_ponderada,gr_hipotecaria_tasa_ponderada,gr_credito_productivo_tasa_ponderada,gr_total_tasa_ponderada,gr_comercial_n_creditos,gr_consumo_n_creditos,gr_hipotecaria_n_creditos,gr_credito_productivo_n_creditos,gr_total_n_creditos,rgr_comercial_desembolso_total,rgr_consumo_desembolso_total,rgr_hipotecaria_desembolso_total,rgr_credito_productivo_desembolso_total,rgr_total_desembolso_total,r_comercial_tasa_ponderada,r_consumo_tasa_ponderada,r_credito_productivo_tasa_ponderada,r_hipotecaria_tasa_ponderada,r_total_tasa_ponderada,sh_comercial_desembolso_total,sh_consumo_desembolso_total,sh_hipotecaria_desembolso_total,sh_credito_productivo_desembolso_total
2015-09-01, 5.3507,14487.5422,15954.2019,1105.7585, 422.2947,31969.7973, 9.1595,19.9017,10.5762,35.8125,14.9214, 995.7950,18149.4490,10.6510,100.5210,19256.4160, 22.7377, 10.0007, 66.4496,  38.2432, 17.2034, 0.1820,-0.3507,-0.4458, 1.3192,-0.3867,  4.7896,  1.8720, 24.7190,  49.1011,  2.1985, 16.5040,  4.4139, 57.9958,  31.2219, 11.2508, 3.6154,13.8120,28.9147, 4.9602, 9.0846,45.3163,49.9040,3.4588,1.3209
2015-10-01, 5.8948,17379.5709,19669.8783,1673.2469, 574.2819,39296.9779, 9.5438,19.9600,10.6483,35.7158,15.1871,1261.7370,23093.8000,16.8260,129.0110,24501.3740,  2.8765,  5.2736, 51.8336,  32.5611,  5.8835, 0.5253,-0.3333,-0.4089, 1.3374, 0.1358,  8.7997,  2.7268, 25.7549,  41.7563,  3.1860, -2.8502, -0.5866, 43.3815,  25.1819, -0.0106, 3.4459,13.2823,28.1610, 4.4889, 8.7750,44.2262,50.0544,4.2580,1.4614
2015-11-01, 6.3931,12097.1555,15330.5547, 951.2789, 415.6206,28794.6098,10.0941,20.6983,10.8309,36.1887,16.1409,1031.2310,19290.8680, 9.8140,100.0590,20431.9720,-11.4505,  3.4729, 22.8824,  32.0365, -2.6104, 1.1083, 0.1802,-0.0820, 1.7286, 1.0545,  7.5815,  7.5750,  2.6462,  46.3536,  7.7126,-16.7714, -2.7448, 15.4985,  24.1025, -8.4624, 3.4786,13.4457,28.0052, 4.1711, 9.1621,42.0119,53.2411,3.3037,1.4434
2015-12-01, 6.7691,14478.9803,15828.3257,1180.6932, 435.2909,31923.2900,10.5546,20.9503,10.9461,36.1797,16.0729,1013.4090,20978.3150,11.9630,113.6830,22117.3700,-10.0117,  8.5217, 72.7558,  45.1059,  0.8359, 1.5785, 0.5959, 0.0354, 1.6319, 1.5707, 12.9592,  7.7397, 38.2207,  51.6461,  8.1425,-15.7169,  1.6415, 61.8032,  35.9063, -5.5571, 3.5455,13.2821,27.5460, 3.9122, 8.7140,45.3555,49.5824,3.6985,1.3636
2016-01-01, 7.4547,13908.2024,17203.6914,1322.0852, 467.8874,32901.8664,10.9853,21.4448,11.0884,36.7519,16.8249,1020.7520,22459.6780,12.0980,112.8660,23605.3940,  3.8545, 10.7731,  8.9795,  39.2004,  7.9746, 1.8101, 0.5790, 0.2693, 1.8202, 1.3418,  6.9962,  8.1186, -4.9198,  49.5369,  8.2052, -3.3505,  3.0882,  1.4189,  29.5432,  0.4838, 3.2856,13.0195,27.2647, 3.3816, 8.7201,42.2718,52.2879,4.0183,1.4221
2016-02-01, 7.5929,13918.5451,16407.2051, 996.5051, 438.6823,31760.9375,11.5525,21.3377,11.2690,36.8296,16.9476,1058.3690,18383.5080,12.6640,102.5860,19557.1270,  6.6481, 11.6935, -0.8118,   0.7138,  8.8426, 2.6325, 1.0803, 0.3760, 1.0153, 1.8510, 11.8279,  8.8937, 16.7727,  -7.8334,  8.9495, -0.8781,  3.8113, -7.8115,  -6.3936,  1.1615, 3.6802,12.7749,27.1735, 3.4167, 8.6946,43.8228,51.6584,3.1375,1.3812
2016-03-01, 7.9756,10301.3088,15280.3461, 874.6529, 405.6437,26861.9515,12.1851,21.2526,11.4850,37.1816,17.6978, 949.5550,18454.6310, 9.4920, 93.9840,19507.6620,-15.0513,  2.1022, 11.3713,   0.4763, -5.0187, 2.9547, 0.9715, 0.6311, 1.1607, 2.1921,  2.8371,  6.2192, 13.7039,  -8.6834,  5.9697,-21.3260, -5.4396,  3.1449,  -6.9454,-12.0345, 3.8985,12.2962,27.0486, 3.2502, 9.0040,38.3491,56.8847,3.2561,1.5101
2016-04-01, 7.9316,16361.3866,23028.0871,1590.3873, 586.8382,41566.6992,12.4640,21.7820,11.6179,37.1117,17.9418,1366.3290,24880.8500,16.8960,132.3400,26396.4150, 13.5289, 54.8347, 68.5363,  48.2937, 35.7337, 3.4981, 1.5228, 0.7898, 1.2678, 3.0865, 53.9795, 47.8540, 72.6019,  31.4083, 48.0796,  5.1860, 43.4563, 56.1511,  37.3960, 25.7590, 4.1993,12.8326,27.0358, 3.4154, 9.2746,39.3618,55.4003,3.8261,1.4118
2016-05-01, 8.1972,11633.0500,16956.9149, 984.1226, 433.6798,30007.7673,12.8783,21.7808,11.8342,37.1217,18.2251,1100.3050,20823.6870,10.6080, 99.6560,22034.2560,-30.8183,-17.8890,-36.9828, -22.6275,-24.2010, 3.5161, 1.7076, 0.9853, 1.4771, 2.8448, -8.7285, -9.1786,-30.5759, -26.7203, -9.2680,-36.0597,-24.1099,-41.7571, -28.4893,-29.9437, 4.3264,12.5544,26.7331, 3.3614, 9.2681,38.7668,56.5084,3.2796,1.4452
2016-06-01, 8.6022,11934.2029,16252.5750, 951.5248, 406.0688,29544.3714,12.9184,21.9166,11.9269,37.0613,18.1683,1088.4170,20376.8550, 9.8600, 92.4410,21567.5730,-13.5894,  6.1279,  3.9864,   1.4495, -2.9438, 3.8524, 1.3468, 1.1837, 1.3963, 2.9147, 17.9785, 13.7671,  7.5597,  -7.7076, 13.8556,-20.4338, -2.2783, -4.2502,  -6.5862,-10.6315, 3.9744,12.2598,26.2049, 3.0614, 8.8084,40.3942,55.0107,3.2207,1.3744
2016-07-01, 8.9650,14983.2008,21362.5899,1483.7826, 576.5315,38406.1049,13.1860,22.2040,12.0211,36.7705,18.5111,1313.7610,25784.2270,15.5090,126.5210,27240.0180,  3.2361, 13.1045,  2.7553,   7.1189,  8.5433, 3.6742, 2.1058, 1.3735, 0.9698, 2.9021, 14.1905, 17.2158,  6.4228,  -1.6251, 16.9556, -5.2576,  3.7989, -5.6988,  -1.6943, -0.3870, 3.8737,12.1497,25.5177, 2.8047, 8.7606,39.0125,55.6229,3.8634,1.5011
2016-08-01, 8.0976,11725.9359,15772.4546, 840.5378, 422.8529,28761.7813,13.1988,22.9635,11.9943,37.1950,18.8712,1108.4590,20381.6400, 9.6220, 96.2500,21595.9710,-18.7740,  4.7386,-15.3404,  16.3215, -6.7733, 4.2302, 3.0368, 1.3797, 1.3900, 4.1846, 15.1310, 14.3876, -1.3634,   8.1315, 14.3879,-24.8587, -3.1073,-21.6823,   7.6079,-13.7569, 4.7191,13.7524,26.9177, 3.6048, 9.9666,40.7692,54.8382,2.9224,1.4702
2016-09-01, 7.2729,15774.3479,22224.0919,1522.9105, 630.4862,40151.8365,13.3597,22.5104,12.1538,37.1546,18.7525,1467.6610,26827.9360,16.6700,134.3860,28446.6530,  8.8822, 39.2993, 37.7254,  49.3001, 25.5930, 4.2002, 2.6086, 1.5775, 1.3421, 3.8311, 47.3859, 47.8168, 56.5111,  33.6895, 47.7256,  1.5002, 29.8551, 28.3879,  39.1779, 17.0781, 5.6742,14.2044,27.8559, 4.5500,10.7014,39.2867,55.3501,3.7929,1.5703
2016-10-01, 6.4823,11011.3237,16690.7926, 970.8146, 384.6155,29057.5464,13.2192,23.1290,12.1197,37.3898,19.1947,1188.4540,21539.8170,10.5280, 94.8440,22833.6430,-36.6421,-15.1454,-41.9802, -33.0267,-26.0565, 3.6755, 3.1690, 1.4714, 1.6740, 4.0076, -5.8081, -6.7290,-37.4302, -26.4838, -6.8067,-40.4991,-20.3111,-45.5122, -37.1038,-30.5580, 6.3268,15.6334,29.0260, 5.2943,11.9385,37.8949,57.4405,3.3410,1.3236
2016-11-01, 5.9625,10572.5516,16935.6326,1047.5598, 403.6067,28959.3508,13.4233,23.0889,12.1882,37.9196,19.3725,1154.5670,21853.8610,11.4870,101.8510,23121.7660,-12.6030, 10.4698, 10.1212,  -2.8906,  0.5721, 3.3292, 2.3906, 1.3573, 1.7308, 3.2316, 11.9601, 13.2860, 17.0471,   1.7909, 13.1646,-17.5208,  4.2537,  3.9247,  -8.3549, -5.0871, 7.0410,16.1627,30.1588, 5.8753,12.6554,36.5082,58.4807,3.6173,1.3937
2016-12-01, 5.7474,19609.7740,22193.9983,1779.6908, 544.5974,44128.0606,12.8694,23.0298,12.1898,37.5951,18.2573,1415.4060,29049.0510,19.0720,147.3490,30630.8780, 35.4362, 40.2170, 50.7327,  25.1111, 38.2316, 2.3149, 2.0795, 1.2436, 1.4154, 2.1844, 39.6678, 38.4718, 59.4249,  29.6139, 38.4924, 28.0752, 32.5961, 42.5403,  18.3113, 30.7186, 6.7350,16.3431,30.1167, 6.0922,11.8300,44.4383,50.2945,4.0330,1.2341
2017-01-01, 5.4692, 9168.7929,13857.4590, 600.5513, 331.8042,23958.6074,12.7756,23.7478,12.1233,37.7409,19.4512, 960.3640,19695.5800, 5.1150, 90.6310,20751.6900,-34.0764,-19.4507,-54.5754, -29.0846,-27.1816, 1.7902, 2.3030, 1.0349, 0.9890, 2.6263, -5.9160,-12.3069,-57.7203, -19.7004,-12.0892,-37.4949,-23.6276,-56.9310, -32.7620,-30.9577, 6.9275,17.3307,30.5983, 6.3091,13.2570,38.2693,57.8392,2.5066,1.3849
2017-02-01, 5.1840,12886.5610,17220.7401,1144.1608, 451.3054,31702.7673,12.6564,23.1446,12.1472,37.7196,18.6920,1219.1620,21150.3460,12.8480,112.7300,22495.0860, -7.4145,  4.9584, 14.8174,   2.8775, -0.1832, 1.1039, 1.8069, 0.8783, 0.8900, 1.7443, 15.1925, 15.0507,  1.4529,   9.8883, 15.0224,-11.9775, -0.2145,  9.1586,  -2.1928, -5.1026, 7.1042,17.0755,30.9321, 6.6201,12.8422,40.6481,54.3194,3.6090,1.4236
2017-03-01, 4.6861,14482.1478,23220.4429,1496.0478, 570.2787,39768.9173,12.5553,23.0236,12.1281,36.8523,18.9999,1469.2070,26669.2660,15.5680,134.5510,28288.5920, 40.5855, 51.9628, 71.0448,  40.5861, 48.0492, 0.3702, 1.7711, 0.6431,-0.3293, 1.3022, 54.7258, 44.5126, 64.0118,  43.1637, 45.0127, 34.2925, 45.1605, 63.3883,  34.2931, 41.4221, 7.5170,17.5167,30.7264, 7.1089,13.6731,36.4157,58.3884,3.7619,1.4340
2017-04-01, 4.6627,11907.5082,17597.6976, 977.6595, 409.3667,30892.2320,12.0871,23.0957,12.1341,36.8314,18.6875,1145.5940,22069.5760, 9.8130,101.5240,23326.5070,-27.2219,-23.5816,-38.5270, -30.2420,-25.6803,-0.3769, 1.3137, 0.5162,-0.2803, 0.7457,-16.1553,-11.2989,-41.9212, -23.2855,-11.6300,-30.4642,-26.9860,-41.2656, -33.3497,-28.9913, 7.0936,17.6118,30.7355, 7.1385,13.4000,38.5453,56.9648,3.1647,1.3251
2017-05-01, 4.3665,12299.0841,18604.8900, 886.9950, 446.1950,32237.1641,11.8153,23.1820,12.1168,36.8935,18.7308,1409.1940,22606.1170, 9.3590,114.2000,24138.8700,  5.7254,  9.7186, -9.8695,   2.8858,  7.4294,-1.0629, 1.4013, 0.2826,-0.2283, 0.5057, 28.0730,  8.5596,-11.7741,  14.5942,  9.5516,  1.3020,  5.1282,-13.6404,  -1.4187,  2.9347, 7.1372,18.0283,31.1661, 7.4260,13.7633,38.1519,57.7126,2.7515,1.3841
2017-06-01, 3.9874,17737.6063,23003.0619,1427.3728, 598.3134,42766.3545,11.2254,22.7513,11.8534,36.4987,17.7994,1475.6710,27987.3200,13.8680,145.9380,29622.7970, 48.6283, 41.5349, 50.0090,  47.3429, 44.7530,-1.6931, 0.8347,-0.0735,-0.5626,-0.3689, 35.5796, 37.3486, 40.6491,  57.8715, 37.3488, 42.9292, 36.1078, 44.2569,  41.6930, 39.2024, 6.9605,18.0444,31.2647, 7.5644,13.2824,41.4756,53.7878,3.3376,1.3990
2017-07-01, 3.3965,11481.0447,17578.4273, 889.4675, 421.3921,30370.3316,11.0850,22.7048,11.3724,36.9234,18.1775,1189.8240,22004.0600, 9.0130,109.7170,23312.6140,-23.3739,-17.7140,-40.0541, -26.9091,-20.9232,-2.1010, 0.5008,-0.6487, 0.1529,-0.3336, -9.4338,-14.6608,-41.8854, -13.2816,-14.4178,-25.8910,-20.4170,-42.0233, -29.3101,-23.5208, 7.4359,18.6740,32.4255, 7.7139,14.2954,37.8035,57.8803,2.9287,1.3875
2017-08-01, 3.8737,11379.8108,17375.7441, 993.2665, 434.2581,30183.0795,10.6780,22.5395,11.1381,36.8963,17.8988,1192.2220,22175.9130, 9.7730,108.8310,23486.7390, -2.9518, 10.1651, 18.1703,   2.6972,  4.9416,-2.5208,-0.4240,-0.8562,-0.2987,-0.9724,  7.5567,  8.8034,  1.5693,  13.0712,  8.7552, -6.5709,  6.0568, 13.7635,  -1.1326,  1.0281, 6.5506,17.9698,31.7912, 6.9935,13.5021,37.7026,57.5678,3.2908,1.4387
2017-09-01, 3.9704,18842.8660,24318.8193,1796.5671, 638.1046,45596.3570,10.3984,21.7385,10.9911,36.3120,16.8327,1626.8710,28720.4680,16.8570,149.7440,30513.9400, 19.4526,  9.4255, 17.9693,   1.2083, 13.5598,-2.9613,-0.7718,-1.1627,-0.8426,-1.9199, 10.8479,  7.0543,  1.1218,  11.4283,  7.2672, 14.8909,  5.2467, 13.4643,  -2.6566,  9.2232, 6.1825,17.0896,31.1065, 6.7525,12.3710,41.3254,53.3350,3.9402,1.3995
2017-10-01, 4.0501,12041.3738,17592.5304,1105.5610, 462.1414,31201.6067,10.4778,21.8161,10.7910,36.7480,17.2709,1237.8160,22891.3050,11.0020,114.0240,24254.1470,  9.3545,  5.4026, 13.8797,  20.1568,  7.3787,-2.7414,-1.3129,-1.3288,-0.6419,-1.9238,  4.1535,  6.2744,  4.5023,  20.2227,  6.2211,  5.0979,  1.2998,  9.4470,  15.4797,  3.1990, 6.1775,17.0744,31.4251, 6.4784,12.7061,38.5922,56.3834,3.5433,1.4811
2017-11-01, 4.1217,12800.1556,18475.2943,1270.6027, 480.5027,33026.5551,10.2349,21.4059,10.7961,36.9493,16.8943,1341.3660,23818.9550,12.7820,122.2980,25295.4010, 21.0697,  9.0913, 21.2917,  19.0522, 14.0445,-3.1883,-1.6830,-1.3920,-0.9702,-2.4782, 16.1791,  8.9920, 11.2736,  20.0754,  9.4008, 16.2770,  4.7728, 16.4902,  14.3394,  9.5300, 5.8712,16.6000,31.5281, 6.4102,12.2670,38.7572,55.9407,3.8472,1.4549
2017-12-01, 4.0886,22376.1138,23400.0084,2143.0868, 610.6455,48529.8545, 9.7801,21.4750,10.7477,36.5613,15.7988,1651.3830,31546.5280,22.1700,154.3010,33374.3820, 14.1069,  5.4339, 20.4191,  12.1279,  9.9750,-3.0893,-1.5548,-1.4421,-1.0338,-2.4584, 16.6720,  8.5974, 16.2437,   4.7181,  8.9567,  9.6248,  1.2925, 15.6890,   7.7235,  5.6552, 5.4679,16.7034,31.1971, 6.3975,11.2502,46.1079,48.2178,4.4160,1.2583
2018-01-01, 3.6795, 9755.8256,14511.2823, 636.8767, 363.6177,25267.6024, 9.9042,21.9545,10.6197,37.4289,17.2388,1053.3380,21560.8520, 5.0710, 99.6640,22718.9250,  6.4025,  4.7182,  6.0487,   9.5880,  5.4636,-2.8714,-1.7933,-1.5036,-0.3120,-2.2124,  9.6811,  9.4705, -0.8602,   9.9668,  9.4799,  2.6263,  1.0018,  2.2851,   5.6988,  1.7207, 6.0037,17.6264,32.5516, 6.6938,13.0781,38.6100,57.4304,2.5205,1.4391
2018-02-01, 3.3721,14572.2495,18630.4196,1023.1995, 480.4038,34706.2724, 9.5151,21.4716,10.6344,36.5409,16.3405,1324.2850,22685.1970, 9.8680,119.5640,24138.9140, 13.0810,  8.1859,-10.5721,   6.4476,  9.4740,-3.1413,-1.6731,-1.5129,-1.1787,-2.3515,  8.6226,  7.2569,-23.1943,   6.0623,  7.3075,  9.3921,  4.6568,-13.4893,   2.9752,  5.9028, 5.9426,17.5090,32.0868, 7.0253,12.5453,41.9874,53.6803,2.9482,1.3842
2018-03-01, 3.1399,18440.7821,23110.0302,1804.8647, 585.7451,43941.4220, 9.4101,21.2022,10.6761,36.6065,16.0265,1576.5070,28186.0430,16.4780,139.4770,29918.5050, 27.3346, -0.4755, 20.6422,   2.7121, 10.4919,-3.1452,-1.8214,-1.4520,-0.2458,-2.9735,  7.3033,  5.6874,  5.8453,   3.6611,  5.7617, 23.4582, -3.5053, 16.9695,  -0.4148,  7.1282, 6.0794,17.5125,32.4479, 7.3068,12.4943,41.9667,52.5928,4.1074,1.3330
2018-04-01, 3.1276,13282.5067,19080.3300,1106.0605, 463.8624,33932.7596, 9.5298,21.0038,10.6135,36.9749,16.3921,1376.5870,24259.4830,10.2420,117.2710,25763.5830, 11.5473,  8.4252, 13.1335,  13.3122,  9.8424,-2.5573,-2.0920,-1.5206, 0.1435,-2.2954, 20.1636,  9.9227,  4.3718,  15.5106, 10.4477,  8.1644,  5.1369,  9.7024,   9.8757,  6.5111, 6.2080,17.3340,32.8208, 7.2589,12.8622,39.1436,56.2298,3.2596,1.3670
2018-05-01, 3.1568,11627.3077,19070.8597,1125.9379, 452.1547,32276.2599, 9.6044,20.6260,10.5764,36.9110,16.5331,1313.5630,24515.7520,10.3360,113.5320,25953.1830, -5.4620,  2.5046, 26.9385,   1.3357,  0.1213,-2.2110,-2.5561,-1.5404, 0.0175,-2.1977, -6.7862,  8.4474, 10.4391,  -0.5849,  7.5161, -8.3550, -0.6323, 23.0539,  -1.7654, -2.9426, 6.2503,16.9346,32.7213, 7.1926,12.9669,36.0243,59.0863,3.4884,1.4009
2018-06-01, 3.1980,16276.9748,25157.5554,1824.8975, 598.1638,43857.5915, 9.5432,20.2998,10.5712,36.4935,16.1237,1666.2970,30469.7580,16.5990,144.0840,32296.7380, -8.2347,  9.3661, 27.8501,  -0.0250,  2.5516,-1.6821,-2.4515,-1.2823,-0.0052,-1.6757, 12.9179,  8.8699, 19.6928,  -1.2704,  9.0266,-11.0784,  5.9769, 23.8881,  -3.1231, -0.6264, 6.1486,16.5718,32.2636, 7.1446,12.5252,37.1132,57.3619,4.1610,1.3639
2018-07-01, 3.1192,10926.8553,18110.4113,1007.1365, 425.8489,30470.2520, 9.5319,20.3046,10.5426,37.0418,16.3527,1267.6830,24268.4570, 9.2440,112.3940,25657.7780, -4.8270,  3.0263, 13.2292,   1.0576,  0.3290,-1.5531,-2.4001,-0.8298, 0.1184,-1.8248,  6.5437, 10.2908,  2.5630,   2.4399, 10.0596, -7.7058, -0.0900,  9.8042,  -1.9992, -2.7058, 6.2188,16.6656,32.8966, 7.1989,12.8333,35.8607,59.4364,3.3053,1.3976
2018-08-01, 3.0982,14617.3924,23997.3865,1742.3711, 626.0815,40983.2314, 9.3414,20.1074,10.4850,36.4924,16.1087,1634.8300,30479.5690,15.6920,153.4900,32283.5810, 28.4502, 38.1085, 75.4183,  44.1726, 35.7821,-1.3366,-2.4321,-0.6531,-0.4039,-1.7900, 37.1246, 37.4445, 60.5648,  41.0352, 37.4545, 24.5901, 33.9582, 70.1467,  39.8401, 31.7017, 6.0556,16.4980,32.3906, 7.1648,12.6195,35.6668,58.5542,4.2514,1.5277
2018-09-01, 3.2268,12567.1522,20264.1868,1371.2122, 493.4905,34696.0416, 9.4047,19.8343,10.4734,36.4490,15.9230,1423.3310,24913.6980,12.6540,123.2400,26472.9230,-33.3055,-16.6728,-23.6760, -22.6631,-23.9061,-0.9936,-1.9043,-0.5177, 0.1370,-0.9097,-12.5111,-13.2546,-24.9333, -17.6995,-13.2432,-35.3903,-19.2776,-26.0618, -25.0806,-26.2847, 5.9849,16.0884,32.1837, 7.0201,12.2993,36.2207,58.4049,3.9521,1.4223
2018-10-01, 3.3338,12407.1098,19236.7253,1072.4409, 460.0917,33176.3678, 8.9823,20.1207,10.4731,36.5696,15.8715,1439.1600,25415.1550,10.3670,114.1870,26978.8690,  3.0373,  9.3460, -2.9958,  -0.4435,  6.3290,-1.4955,-1.6954,-0.3178,-0.1784,-1.3994, 16.2661, 11.0254, -5.7717,   0.1430, 11.2340, -0.2869,  5.8183, -6.1253,  -3.6554,  2.8987, 5.4663,16.2453,32.1636, 6.9090,12.1332,37.3974,57.9832,3.2325,1.3868
2018-11-01, 3.2681,16497.5892,26576.4743,1824.2976, 659.8803,45558.2414, 9.2789,19.2643,10.4492,36.3921,15.5435,1897.0250,33629.1340,16.9720,153.1270,35696.2580, 28.8858, 43.8487, 43.5774,  37.3312, 37.9443,-0.9560,-2.1416,-0.3469,-0.5572,-1.3508, 41.4249, 41.1864, 32.7805,  25.2081, 41.1176, 24.8070, 39.2964, 39.0336,  32.9852, 33.5788, 5.8206,15.4900,32.0758, 6.9538,11.8869,36.2121,58.3352,4.0043,1.4484
2018-12-01, 3.1780,18472.4644,20430.1388,1549.6490, 450.5657,40902.8180, 8.9401,19.5595,10.3898,36.9982,14.6083,1369.0330,27089.3130,13.8170,115.3030,28587.4660,-17.4456,-12.6917,-27.6908, -26.2149,-15.7162,-0.8400,-1.9155,-0.3579, 0.4369,-1.1906,-17.0978,-14.1290,-37.6770, -25.2740,-14.3431,-19.9884,-15.3809,-29.9180, -28.4875,-18.3122, 5.5846,15.8769,32.7785, 6.9896,11.0782,45.1618,49.9480,3.7886,1.1016
2019-01-01, 3.1500, 8182.0123,16134.6914, 743.3975, 403.4163,25463.5176, 9.5515,19.9153,10.2839,37.2473,16.5786,1080.5370,23290.5590, 6.3030,102.5460,24479.9450,-16.1320, 11.1872, 16.7255,  10.9452,  0.7754,-0.3526,-2.0391,-0.3358,-0.1816,-0.6602,  2.5822,  8.0224, 24.2950,   2.8917,  7.7513,-18.6932,  7.7918, 13.1609,   7.5571, -2.3021, 6.2060,16.2534,33.0561, 6.9160,13.0185,32.1323,63.3640,2.9195,1.5843
2019-02-01, 3.0141,14256.1837,20775.7759,1202.5005, 529.3361,36763.7963, 9.1172,19.5073,10.4358,36.8898,15.4318,1450.7150,25309.1520,11.4790,124.2520,26895.5980, -2.1690, 11.5153, 17.5236,  10.1857,  5.9284,-0.3980,-1.9643,-0.1985, 0.3489,-0.9087,  9.5470, 11.5668, 16.3255,   3.9209, 11.4201, -5.0314,  8.2525, 14.0850,   6.9617,  2.8290, 5.9245,16.0106,32.8846, 7.2046,12.0544,38.7778,56.5115,3.2709,1.4398
2019-03-01, 3.2132,17543.5604,27965.4494,1675.5478, 661.1082,47845.6659, 9.1767,18.9364,10.3691,36.4625,15.3000,1865.9600,32818.2900,14.6140,151.1290,34849.9930, -4.8654, 21.0100, -7.1649,  12.8662,  8.8851,-0.2334,-2.2658,-0.3069,-0.1440,-0.7265, 18.3604, 16.4345,-11.3121,   8.3541, 16.4831, -7.8271, 17.2428,-10.0550,   9.3525,  5.4953, 5.7778,15.2337,32.2142, 6.9332,11.7105,36.6670,58.4493,3.5020,1.3818
2019-04-01, 3.2475,12426.4785,19500.4839, 948.8607, 443.3405,33319.1635, 8.9789,19.1433,10.3011,37.1027,15.3396,1325.7150,25773.5050, 8.6730,110.2810,27218.1740, -6.4448,  2.2020,-14.2126,  -4.4241, -1.8083,-0.5509,-1.8605,-0.3124, 0.1278,-1.0525, -3.6955,  6.2409,-15.3193,  -5.9606,  5.6459, -9.3874, -1.0126,-16.9109,  -7.4303, -4.8967, 5.5512,15.3958,32.7904, 6.8318,11.7118,37.2953,58.5263,2.8478,1.3306
2019-05-01, 3.3093,16594.1843,29014.1028,1860.5455, 674.3103,48143.1429, 9.2099,18.8573,10.3977,36.4516,15.4515,1881.1450,34099.4590,16.6530,151.7860,36149.0430, 42.7173, 52.1384, 65.2441,  49.1327, 49.1596,-0.3944,-1.7687,-0.1787,-0.4594,-1.0816, 43.2093, 39.0920, 61.1165,  33.6945, 39.2856, 38.1456, 47.2649, 59.9507,  44.3554, 44.3815, 5.7116,15.0499,32.0806, 6.8613,11.7532,34.4684,60.2663,3.8646,1.4006
2019-06-01, 3.4262,15847.3103,22424.9979,1228.2430, 463.0761,39963.6274, 8.9730,18.8025,10.4356,36.5642,14.8533,1500.6010,27494.6550,11.0950,109.2910,29115.6420, -2.6397,-10.8618,-32.6952, -22.5837, -8.8787,-0.5703,-1.4973,-0.1356, 0.0707,-1.2704, -9.9440, -9.7641,-33.1586, -24.1477, -9.8496, -5.8650,-13.8147,-34.9249, -25.1483,-11.8972, 5.3630,14.8669,32.0402, 6.7772,11.0485,39.6543,56.1135,3.0734,1.1587
2019-07-01, 3.7854,11350.9097,22078.0562,1067.3877, 486.4169,34982.7705, 9.3286,18.5824,10.3782,36.7103,15.5815,1434.5690,27003.8730, 9.7570,115.8200,28564.0190,  3.8808, 21.9081,  5.9824,  14.2229, 14.8096,-0.2034,-1.7222,-0.1644,-0.3315,-0.7712, 13.1646, 11.2715,  5.5495,   3.0482, 11.3269,  0.0920, 17.4618,  2.1169,  10.0569, 10.6222, 5.3410,14.2573,31.7241, 6.3524,11.3659,32.4471,63.1112,3.0512,1.3904
2019-08-01, 3.7502,17524.1767,29859.4862,1929.2576, 666.1132,49979.0338, 8.9338,18.2213,10.3226,36.3591,14.9016,1805.0930,33713.9380,17.0300,131.0930,35667.1540, 19.8858, 24.4281, 10.7260,   6.3940, 21.9500,-0.4077,-1.8861,-0.1624,-0.1333,-1.2071, 10.4147, 10.6116,  8.5266, -14.5918, 10.4808, 15.5523, 19.9304,  6.7236,   2.5482, 17.5419, 4.9962,13.9480,31.4302, 6.3348,10.7483,35.0631,59.7440,3.8601,1.3328
2019-09-01, 3.8160,14697.3205,25329.3126,1370.3889, 528.2552,41925.2771, 8.8110,17.9048,10.2584,36.4290,14.7003,1612.9390,28210.1930,12.1980,100.5200,29935.8500, 16.9503, 24.9955, -0.0600,   7.0447, 20.8359,-0.5937,-1.9295,-0.2150,-0.0200,-1.2227, 13.3214, 13.2317, -3.6036, -18.4356, 13.0810, 12.6515, 20.4010, -3.7335,   3.1100, 16.3943, 4.8115,13.5709,31.4143, 6.2056,10.4843,35.0560,60.4154,3.2686,1.2600
2019-10-01, 3.8556,14683.7799,24372.9698,1369.8914, 520.4039,40947.0450, 8.7635,18.2166,10.2458,36.2320,14.7890,1603.2030,28763.3500,11.7130, 97.7180,30475.9840, 18.3497, 26.7002, 27.7358,  13.1087, 23.4223,-0.2188,-1.9041,-0.2273,-0.3376,-1.0825, 11.3985, 13.1740, 12.9835, -14.4228, 12.9624, 13.9560, 21.9965, 22.9937,   8.9096, 18.8403, 4.7257,13.8278,31.1744, 6.1529,10.5275,35.8604,59.5231,3.3455,1.2709
